7,811345            
13,588165           
5,460481            
5,646420            
7,568099            
6,077644            
6,026101            
4,553125            
4,250428            
8,130301            
8,327447            
5,977333            
7,140961            
5,037420            
6,755238            
6,875068            
9,311666            
5,148293            
5,928308            
9,966311            
7,432221            
6,641701            
4,402695            
8,411253            
5,880350            
6,635495            
7,431072            
7,270916            
6,365369            
8,718788            
5,970082            
7,278351            
5,956522            
9,164557            
7,215440            
6,123951            
8,317568            
6,022664            
6,590277            
6,977543            
6,227071            
5,267184            
6,372948            
6,830007            
7,318269            
5,918994            
7,606429            
6,958152            
7,576900            
8,152713            
5,322823            
6,649600            
8,654892            
6,834407            
5,031984            
6,228958            
9,416018            
5,487852            
6,479132            
7,771915            
8,190925            
6,173590            
6,698114            
6,335946            
5,275810            
7,120398            
6,128843            
11,794354           
6,044729            
4,397281            
6,672966            
7,651830            
7,612851            
5,144752            
4,956029            
6,952410            
5,098148            
4,129018            
7,023874            
4,913762            
5,870038            
7,465984            
5,369910            
5,685183            
6,007872            
6,515513            
4,039956            
7,036306            
4,770073            
6,734631            
4,185186            
9,626823            
7,255926            
4,768907            
4,290341            
4,389766            
7,499331            
6,334727            
5,100582            
6,917272            
4,951503            
5,672177            
6,207867            
5,266977            
4,314527            
7,070829            
8,268615            
6,138742            
5,810863            
6,013051            
10,204794           
6,345535            
4,652597            
5,158397            
8,748196            
5,249127            
6,216320            
4,310275            
9,027585            
6,214726            
5,856865            
4,258125            
5,656886            
4,846221            
5,088914            
8,333325            
5,628865            
5,921602            
6,416664            
4,938172            
9,602754            
7,449323            
5,180775            
7,827323            
5,997420            
6,828565            
6,342647            
5,452273            
6,735602            
8,557922            
7,279677            
7,372424            
4,108542            
7,552674            
7,104701            
6,082887            
7,270471            
5,179084            
6,356970            
7,471599            
5,364024            
6,200081            
5,979528            
6,303564            
9,326680            
4,623164            
6,657923            
7,891959            
6,452732            
6,134398            
12,806297           
7,117695            
6,120550            
5,994822            
6,203110            
6,058340            
7,251587            
5,603920            
7,018878            
5,653146            
5,153624            
5,669898            
5,450807            
5,386602            
6,330783            
8,004581            
5,278317            
8,499218            
6,403832            
8,627544            
5,672090            
5,836016            
6,411199            
6,519245            
8,187731            
5,213300            
4,834894            
5,713264            
6,034937            
5,345246            
5,531798            
5,896928            
6,350397            
4,941741            
7,757178            
4,130255            
4,123855            
5,416283            
5,051272            
7,999997            
5,675718            
5,995655            
5,758155            
6,596429            
4,608401            
8,425130            
8,447467            
5,882523            
5,248621            
5,370786            
4,271182            
6,603156            
6,826934            
6,676572            
4,973373            
5,484575            
6,789607            
7,560217            
4,992434            
6,266864            
8,155984            
5,761564            
6,709777            
6,583773            
6,405259            
7,367413            
7,951609            
3,851914            
7,150514            
7,460501            
7,401708            
6,597029            
5,622406            
7,959113            
6,772581            
5,297621            
5,776128            
7,142256            
7,635813            
7,986093            
7,609413            
4,615214            
5,154058            
8,228087            
7,387050            
5,771813            
6,353083            
5,453698            
8,846460            
5,101557            
7,547387            
7,880000            
5,942753            
5,434850            
7,471328            
6,573238            
5,396047            
6,297814            
6,269471            
6,721915            
4,932585            
5,884675            
6,022103            
8,535423            
7,511545            
5,768506            
6,795951            
5,915811            
7,530295            
6,036524            
6,735756            
7,178754            
7,042025            
6,270312            
5,163734            
6,273760            
6,959764            
5,342684            
5,173403            
5,457761            
6,608452            
6,364147            
8,582855            
5,201302            
5,695749            
5,935673            
9,001157            
9,473717            
3,539560            
12,186610           
5,724114            
4,874914            
4,233791            
4,686856            
5,764990            
5,060805            
6,693528            
6,199823            
7,630915            
4,989236            
5,331674            
7,223399            
4,289763            
7,988139            
5,973486            
6,533152            
5,599844            
8,418832            
4,753843            
6,719949            
4,573967            
5,582790            
4,323458            
4,832901            
6,466026            
5,075742            
5,828921            
7,215270            
6,670814            
7,404417            
7,122560            
7,343531            
5,135672            
6,668999            
7,919862            
3,953832            
7,579488            
6,944741            
5,343979            
5,825772            
4,916850            
5,221241            
4,961937            
7,539413            
8,263452            
5,637143            
4,821624            
5,254798            
6,022358            
4,917253            
6,930453            
8,691336            
7,896640            
5,288178            
6,284915            
4,464238            
5,663988            
9,529047            
6,677488            
4,228850            
9,117914            
7,398284            
10,320815           
3,609331            
5,426847            
4,693209            
5,932730            
7,787521            
6,878837            
6,121668            
9,799714            
6,567434            
5,750457            
5,704831            
5,821788            
6,878209            
5,411591            
9,541207            
6,766134            
5,781561            
9,943416            
5,266471            
4,825185            
5,429589            
5,638704            
9,186318            
6,145845            
5,168082            
7,306526            
5,310603            
6,729651            
6,700565            
6,028489            
7,201349            
6,647155            
5,592800            
6,956450            
6,984576            
5,005024            
5,794730            
5,794730            
6,266257            
6,065361            
5,650729            
7,192604            
5,964486            
4,851223            
7,558918            
7,001939            
6,005485            
6,236189            
6,174380            
6,530514            
4,678253            
5,691961            
5,407600            
7,699632            
7,480599            
5,200386            
7,179541            
4,931731            
6,180711            
7,486138            
6,258986            
4,548424            
5,178787            
7,154853            
10,014220           
7,149847            
10,348157           
5,888131            
10,184140           
5,676519            
6,846391            
5,942631            
4,992617            
5,872569            
5,888425            
8,658715            
8,449304            
5,984775            
8,379323            
6,625534            
5,709610            
4,659022            
6,378840            
7,722371            
8,078824            
6,132910            
6,495156            
4,607192            
6,215250            
6,170314            
6,415124            
8,111077            
8,571941            
6,285103            
5,879161            
5,057042            
7,248236            
4,415373            
4,385818            
5,555321            
6,833131            
4,936844            
