5,947736            
6,581475            
5,675153            
6,984196            
5,727687            
6,560272            
5,468735            
8,610099            
6,046956            
5,427366            
7,638113            
6,055288            
7,009378            
6,185991            
5,643973            
6,711749            
8,606685            
5,168806            
8,667646            
6,805412            
6,682756            
5,498686            
7,184947            
5,970790            
6,685866            
6,138971            
5,330243            
4,889966            
9,139587            
5,925877            
5,872493            
8,038339            
5,458581            
7,345541            
6,144411            
5,917391            
6,544712            
5,658663            
5,241605            
6,254252            
5,875818            
6,509630            
6,486041            
5,972369            
7,258873            
6,062207            
5,790812            
7,157387            
5,954003            
5,954003            
5,513435            
5,738933            
7,232530            
6,242689            
5,702322            
5,728954            
5,381607            
5,615617            
5,883421            
7,223718            
10,070609           
6,442331            
5,679993            
6,093312            
5,374540            
4,892332            
6,634284            
7,731346            
6,110126            
5,226141            
7,359900            
6,646720            
6,635277            
6,294653            
5,395512            
6,616366            
6,429277            
7,197030            
6,794621            
7,315864            
7,793219            
9,550866            
6,871862            
5,877595            
6,218955            
5,882378            
5,069119            
5,496396            
7,102211            
6,753464            
5,877691            
5,721560            
6,765690            
6,881846            
5,202965            
6,602180            
6,572260            
5,704974            
6,619457            
5,242378            
5,156307            
6,283496            
7,618998            
5,152443            
6,883501            
5,249373            
6,291514            
6,815331            
6,116150            
6,616276            
6,395849            
6,506367            
8,861152            
5,909289            
5,999875            
6,464880            
5,452192            
6,609227            
7,937938            
6,950159            
6,252956            
7,735170            
6,120737            
7,369314            
6,485968            
7,811794            
6,067003            
5,924267            
6,217884            
6,450450            
5,665357            
6,452214            
5,430867            
7,824137            
6,922798            
8,097794            
5,241559            
7,858139            
8,853741            
5,615892            
6,777552            
5,583007            
5,644180            
5,651500            
7,649286            
6,974238            
8,218826            
6,505500            
6,448343            
6,189205            
6,043001            
6,114892            
6,642926            
6,019624            
6,736929            
7,141269            
5,737152            
6,992908            
4,647303            
5,900593            
6,756406            
5,690961            
5,178429            
5,967739            
6,831436            
6,002056            
6,498038            
5,695374            
6,775865            
4,626129            
6,120737            
6,400726            
6,750015            
6,424477            
7,192496            
8,434781            
6,407248            
5,917993            
5,295514            
7,117632            
8,256237            
7,471934            
7,738949            
