5,894030            
6,337280            
5,914425            
6,984196            
5,760634            
6,014027            
5,427521            
9,030719            
6,166372            
5,690961            
7,410472            
6,327428            
7,067297            
6,254183            
5,489874            
6,489623            
7,761157            
5,125974            
8,550875            
6,778919            
6,743834            
5,334748            
6,493787            
6,020559            
6,295323            
5,939274            
5,488363            
4,684972            
9,139587            
5,725605            
5,968065            
8,038339            
5,247680            
5,021110            
6,144411            
5,975989            
6,257580            
6,416482            
5,278758            
6,372705            
5,550929            
6,509630            
6,700317            
5,978926            
7,203733            
5,546851            
5,790812            
7,674533            
5,118646            
5,410454            
5,202965            
5,701581            
7,862137            
6,242689            
5,702322            
6,382700            
5,052843            
6,072371            
6,248027            
7,291108            
10,179697           
6,189159            
5,276482            
6,127737            
5,177671            
5,241605            
6,876508            
6,725858            
6,364239            
5,329975            
7,222620            
5,865475            
6,857661            
6,294653            
5,284525            
6,616366            
5,682503            
6,856654            
6,650750            
7,468609            
7,793219            
9,550866            
6,871862            
6,179424            
6,067499            
6,141749            
5,457790            
5,688755            
6,643672            
6,830031            
5,877691            
5,815377            
7,063262            
7,151853            
5,063896            
6,557078            
6,572260            
5,704974            
6,723138            
5,150022            
5,261282            
6,283496            
7,178357            
5,534539            
7,398583            
5,304399            
5,344451            
6,489120            
6,116150            
6,558474            
5,975510            
6,506367            
9,442495            
6,127967            
5,550608            
5,862622            
5,639196            
6,669510            
6,274405            
7,530186            
5,746033            
7,606271            
5,748137            
7,067220            
7,069889            
8,295045            
6,207383            
6,520330            
6,203052            
5,977041            
5,641196            
6,158398            
5,533118            
7,660973            
6,833944            
7,375190            
5,377612            
7,858139            
8,951871            
5,279894            
6,575454            
6,168418            
5,537953            
5,766734            
7,495089            
5,893549            
8,018936            
5,426315            
5,906766            
5,902417            
5,901488            
6,485995            
6,332392            
6,585472            
6,445956            
7,724735            
5,737152            
6,851684            
4,647303            
6,196273            
7,307512            
5,690961            
5,847663            
5,967739            
6,937599            
5,702504            
5,184263            
5,254330            
6,743943            
5,053010            
6,369655            
5,781377            
6,950024            
6,268615            
7,106717            
8,046546            
6,439733            
5,663842            
5,263462            
7,060506            
7,266193            
8,129571            
7,543019            
6,650100            
5,145935            
5,584363            
5,606645            
8,353123            
6,001086            
8,062120            
5,959424            
5,731105            
5,418026            
6,975672            
6,227513            
6,110126            
6,407894            
5,954895            
5,960430            
6,482051            
5,996893            
7,208403            
8,470510            
6,162101            
5,540703            
6,136016            
6,067793            
5,604091            
6,297163            
8,269716            
5,178482            
6,425783            
4,911094            
4,671883            
7,651254            
6,518905            
7,056106            
5,027710            
8,839732            
6,759432            
7,340753            
6,832570            
5,019947            
5,446666            
7,322934            
7,840606            
6,087151            
7,203211            
5,702539            
6,924980            
5,121426            
6,310979            
7,007206            
7,954214            
5,779419            
5,546586            
7,862861            
6,165884            
7,443432            
6,627720            
5,161905            
5,396586            
7,060194            
6,627054            
6,391217            
5,953971            
5,170694            
5,543327            
5,397943            
6,979774            
5,927234            
5,574741            
8,745930            
6,197320            
7,054534            
5,061506            
5,640420            
5,490393            
5,469571            
7,107715            
7,162900            
6,727624            
6,438358            
6,317933            
6,284045            
6,805387            
6,130386            
6,040898            
6,802806            
5,751087            
6,691160            
5,206240            
5,336773            
6,180927            
5,352505            
5,484827            
5,959424            
6,739999            
4,939336            
6,592264            
7,096211            
5,840993            
6,102447            
6,243923            
7,034447            
8,213687            
6,474606            
6,149593            
6,869072            
8,867905            
6,461602            
5,727255            
7,514166            
6,336670            
5,951836            
6,225586            
6,796844            
7,107838            
5,282457            
7,430483            
5,655369            
5,639277            
7,222870            
5,310513            
5,248567            
6,457486            
6,893270            
5,764054            
6,669510            
5,999875            
5,991154            
6,658416            
6,829857            
5,787034            
5,700305            
5,702626            
6,432579            
5,209547            
7,401802            
6,560526            
5,966510            
6,231232            
8,120400            
6,842950            
5,456988            
8,762762            
4,864176            
5,646137            
5,813439            
7,150546            
6,087193            
5,538138            
5,340824            
5,649455            
5,661222            
7,408801            
6,754109            
6,892773            
6,333801            
6,733824            
7,358422            
5,437240            
5,896226            
6,266484            
7,060194            
5,015649            
5,852524            
5,666801            
5,705035            
5,816884            
5,452192            
6,242527            
6,485968            
5,561767            
8,355335            
6,268018            
6,553746            
5,407299            
5,923378            
6,455241            
5,464165            
7,383919            
5,970790            
5,582492            
6,197853            
6,312331            
5,828023            
7,271321            
5,953706            
6,662025            
6,734231            
5,355640            
5,536487            
5,785731            
5,612841            
6,979969            
6,276968            
6,724155            
5,068979            
7,851437            
5,027232            
9,041709            
5,794705            
7,295085            
5,335563            
6,685781            
5,356663            
5,409637            
7,666354            
7,192459            
5,418641            
7,692109            
7,318944            
8,101998            
6,958939            
5,561838            
6,169642            
5,910089            
5,094443            
6,339989            
6,429245            
5,649155            
5,969248            
6,386161            
5,952960            
5,784952            
6,588579            
6,076343            
6,457995            
6,914834            
6,760013            
6,128687            
6,108833            
5,432590            
6,810555            
6,237085            
6,181208            
5,995171            
6,243719            
9,764982            
6,950024            
6,497659            
5,505012            
5,109118            
5,532536            
5,061147            
10,723588           
6,474606            
7,017718            
5,750563            
5,532272            
7,460896            
8,107868            
5,697233            
5,649202            
5,453709            
5,110706            
6,907378            
6,127890            
7,275432            
6,075072            
4,928169            
6,810024            
6,802413            
7,218619            
6,331353            
5,957142            
5,720623            
6,062497            
6,222455            
6,734111            
8,271626            
6,674861            
6,424871            
5,631983            
7,429856            
6,621777            
7,281623            
7,343042            
4,874170            
6,306551            
6,395023            
6,831911            
5,927234            
7,023562            
5,431460            
5,555298            
5,428598            
6,388076            
6,071545            
6,786897            
5,570215            
5,258533            
7,681326            
6,213141            
6,695384            
5,612661            
5,212224            
4,881898            
6,690596            
7,631825            
5,902126            
6,367909            
6,263440            
6,940607            
6,519270            
6,413816            
6,680202            
8,300514            
6,409671            
4,997184            
5,740079            
6,136835            
4,722512            
5,571460            
6,372108            
6,256249            
5,917582            
6,377224            
6,572766            
7,168789            
7,652509            
6,430855            
5,250852            
7,280496            
5,409643            
7,280552            
6,084878            
6,185139            
6,436504            
6,740597            
6,216056            
4,870842            
7,849149            
6,558056            
5,875530            
5,917582            
6,516832            
6,678748            
5,635573            
7,340842            
7,520229            
5,768192            
5,004122            
5,488766            
4,892332            
6,229790            
5,525382            
6,808410            
5,337519            
5,279446            
7,535882            
6,179038            
4,783329            
5,848755            
6,412195            
7,571126            
6,121583            
6,725483            
5,668999            
5,649455            
6,081791            
5,553898            
5,706477            
4,772910            
7,724160            
5,002177            
6,875014            
6,301399            
7,484564            
5,663842            
6,586935            
5,396176            
6,661092            
5,689909            
6,882734            
7,009039            
7,444523            
6,262824            
5,865895            
5,427618            
6,734075            
5,924920            
6,019912            
6,507132            
4,751441            
5,255188            
7,291741            
6,356273            
7,231041            
5,119918            
6,606416            
6,569465            
6,555776            
