location_id,time,pop
150010,2007,132222.0
150013,2007,6592.0
150020,2007,47923.0
150030,2007,31183.0
150034,2007,28658.0
150040,2007,52661.0
150050,2007,30903.0
150060,2007,92105.0
150070,2007,24942.0
150080,2007,484278.0
150085,2007,17787.0
150090,2007,37086.0
150095,2007,21239.0
150100,2007,18830.0
150110,2007,18580.0
150120,2007,26190.0
150125,2007,3812.0
150130,2007,84560.0
150140,2007,1408847.0
150145,2007,12707.0
150150,2007,43282.0
150157,2007,13145.0
150160,2007,11279.0
150170,2007,101728.0
150172,2007,18749.0
150175,2007,7444.0
150178,2007,47069.0
150180,2007,94458.0
150190,2007,22535.0
150195,2007,17649.0
150200,2007,18995.0
150210,2007,110323.0
150215,2007,23757.0
150220,2007,61350.0
150230,2007,50839.0
150240,2007,152126.0
150250,2007,19368.0
150260,2007,10981.0
150270,2007,45267.0
150275,2007,21422.0
150276,2007,10452.0
150277,2007,17769.0
150280,2007,25388.0
150285,2007,11928.0
150290,2007,33768.0
150293,2007,38150.0
150295,2007,28554.0
150300,2007,17253.0
150304,2007,14964.0
150307,2007,24619.0
150309,2007,27166.0
150310,2007,24384.0
150320,2007,33778.0
150330,2007,54673.0
150340,2007,9592.0
150345,2007,39563.0
150350,2007,29746.0
150360,2007,118194.0
150370,2007,42002.0
150375,2007,37073.0
150380,2007,51511.0
150390,2007,33775.0
150400,2007,23284.0
150405,2007,27614.0
150410,2007,7650.0
150420,2007,196468.0
150430,2007,28296.0
150440,2007,26651.0
150442,2007,93416.0
150445,2007,22624.0
150450,2007,17845.0
150460,2007,23258.0
150470,2007,63821.0
150475,2007,15537.125
150480,2007,61350.0
150490,2007,28796.0
150495,2007,22447.0
150497,2007,14086.0
150500,2007,12103.0
150503,2007,21598.0
150506,2007,51645.0
150510,2007,46793.0
150520,2007,25420.0
150530,2007,55175.0
150540,2007,15152.0
150543,2007,20415.0
150548,2007,38365.0
150549,2007,7156.0
150550,2007,90819.0
150553,2007,133298.0
150555,2007,6466.0
150560,2007,7679.0
150563,2007,12707.0
150565,2007,17898.0
150570,2007,24276.0
150580,2007,45586.0
150590,2007,26489.0
150600,2007,26436.0
150610,2007,10463.0
150611,2007,12620.0
150613,2007,64583.0
150616,2007,16993.0
150618,2007,45016.0
150619,2007,32950.0
150620,2007,37066.0
150630,2007,17077.0
150635,2007,13714.0
150640,2007,5921.0
150650,2007,51763.0
150655,2007,18123.0
150658,2007,16012.0
150660,2007,22147.0
150670,2007,49053.0
150680,2007,274285.0
150690,2007,6007.0
150700,2007,24814.0
150710,2007,16179.0
150715,2007,21094.0
150720,2007,27094.0
150730,2007,59238.0
150740,2007,11913.0
150745,2007,24872.0
150746,2007,4715.0
150747,2007,18919.0
150750,2007,11673.0
150760,2007,42987.0
150770,2007,20500.0
150775,2007,5117.0
150780,2007,14302.0
150790,2007,21395.0
150795,2007,64281.0
150796,2007,9861.0
150797,2007,15316.0
150800,2007,47081.0
150803,2007,26129.0
150805,2007,16097.0
150808,2007,26513.0
150810,2007,89264.0
150812,2007,31881.0
150815,2007,59881.0
150820,2007,43847.0
150830,2007,53217.0
150835,2007,9693.0
150840,2007,38457.0
150010,2008,138005.0
150013,2008,6879.0
150020,2008,48878.0
150030,2008,32368.0
150034,2008,30389.0
150040,2008,55688.0
150050,2008,31475.0
150060,2008,96842.0
150070,2008,26563.0
150080,2008,495480.0
150085,2008,19410.0
150090,2008,38760.0
150095,2008,22092.0
150100,2008,19839.0
150110,2008,19780.0
150120,2008,27652.0
150125,2008,3935.0
150130,2008,89909.0
150140,2008,1424124.0
150145,2008,12861.0
150150,2008,45616.0
150157,2008,13559.0
150160,2008,11817.0
150170,2008,105908.0
150172,2008,19531.0
150175,2008,7673.0
150178,2008,50400.0
150180,2008,99223.0
150190,2008,23429.0
150195,2008,18481.0
150200,2008,19996.0
150210,2008,115377.0
150215,2008,26135.0
150220,2008,63799.0
150230,2008,52557.0
150240,2008,159110.0
150250,2008,20228.0
150260,2008,11367.0
150270,2008,46916.0
150275,2008,22148.0
150276,2008,11348.0
150277,2008,18102.0
150280,2008,26864.0
150285,2008,12644.0
150290,2008,35790.0
150293,2008,39161.0
150295,2008,29308.0
150300,2008,18710.0
150304,2008,15516.0
150307,2008,25436.0
150309,2008,28583.0
150310,2008,25306.0
150320,2008,35005.0
150330,2008,56639.0
150340,2008,10134.0
150345,2008,42636.0
150350,2008,30573.0
150360,2008,124865.0
150370,2008,42332.0
150375,2008,39892.0
150380,2008,54513.0
150390,2008,35155.0
150400,2008,24483.0
150405,2008,28762.0
150410,2008,7883.0
150420,2008,199946.0
150430,2008,29269.0
150440,2008,27727.0
150442,2008,98746.0
150445,2008,23487.0
150450,2008,17989.0
150460,2008,24328.0
150470,2008,67195.0
150475,2008,15537.125
150480,2008,63543.0
150490,2008,30117.0
150495,2008,23599.0
150497,2008,14808.0
150500,2008,12568.0
150503,2008,21843.0
150506,2008,54506.0
150510,2008,48287.0
150520,2008,26487.0
150530,2008,57765.0
150540,2008,15719.0
150543,2008,21171.0
150548,2008,40768.0
150549,2008,7329.0
150550,2008,95479.0
150553,2008,145326.0
150555,2008,6583.0
150560,2008,7908.0
150563,2008,13106.0
150565,2008,19030.0
150570,2008,25743.0
150580,2008,47967.0
150590,2008,27689.0
150600,2008,26866.0
150610,2008,10883.0
150611,2008,13232.0
150613,2008,66762.0
150616,2008,17457.0
150618,2008,47074.0
150619,2008,35033.0
150620,2008,38681.0
150630,2008,17858.0
150635,2008,14439.0
150640,2008,6190.0
150650,2008,54464.0
150655,2008,18523.0
150658,2008,17156.0
150660,2008,23001.0
150670,2008,52856.0
150680,2008,275571.0
150690,2008,6267.0
150700,2008,26222.0
150710,2008,16757.0
150715,2008,21889.0
150720,2008,27897.0
150730,2008,64223.0
150740,2008,11986.0
150745,2008,25291.0
150746,2008,4949.0
150747,2008,19691.0
150750,2008,11963.0
150760,2008,44532.0
150770,2008,21499.0
150775,2008,5444.0
150780,2008,14566.0
150790,2008,22244.0
150795,2008,69581.0
150796,2008,10372.0
150797,2008,15885.0
150800,2008,48522.0
150803,2008,27374.0
150805,2008,16860.0
150808,2008,27491.0
150810,2008,94015.0
150812,2008,34485.0
150815,2008,34875.0
150820,2008,45680.0
150830,2008,55144.0
150835,2008,9809.0
150840,2008,40067.0
150010,2009,139819.0
150013,2009,6967.0
150020,2009,48501.0
150030,2009,32633.0
150034,2009,31216.0
150040,2009,57067.0
150050,2009,31192.0
150060,2009,98750.0
150070,2009,27386.0
150080,2009,505512.0
150085,2009,20421.0
150090,2009,39317.0
150095,2009,22315.0
150100,2009,20266.0
150110,2009,20386.0
150120,2009,28299.0
150125,2009,3947.0
150130,2009,92567.0
150140,2009,1437600.0
150145,2009,12671.0
150150,2009,46611.0
150157,2009,13593.0
150160,2009,12013.0
150170,2009,107060.0
150172,2009,19754.0
150175,2009,7688.0
150178,2009,52200.0
150180,2009,101094.0
150190,2009,23654.0
150195,2009,18777.0
150200,2009,20411.0
150210,2009,117099.0
150215,2009,27675.0
150220,2009,64429.0
150230,2009,52797.0
150240,2009,161497.0
150250,2009,20506.0
150260,2009,11433.0
150270,2009,47237.0
150275,2009,22251.0
150276,2009,11890.0
150277,2009,17944.0
150280,2009,27543.0
150285,2009,12984.0
150290,2009,36748.0
150293,2009,39088.0
150295,2009,29251.0
150300,2009,19585.0
150304,2009,15629.0
150307,2009,25538.0
150309,2009,29164.0
150310,2009,25511.0
150320,2009,35241.0
150330,2009,57003.0
150340,2009,10377.0
150345,2009,44396.0
150350,2009,30552.0
150360,2009,127848.0
150370,2009,41541.0
150375,2009,41487.0
150380,2009,55900.0
150390,2009,35530.0
150400,2009,24967.0
150405,2009,29087.0
150410,2009,7895.0
150420,2009,203049.0
150430,2009,29417.0
150440,2009,28011.0
150442,2009,101158.0
150445,2009,23682.0
150450,2009,17657.0
150460,2009,24695.0
150470,2009,68600.0
150475,2009,15537.125
150480,2009,63941.0
150490,2009,30568.0
150495,2009,24062.0
150497,2009,15097.0
150500,2009,12677.0
150503,2009,21504.0
150506,2009,55762.0
150510,2009,48429.0
150520,2009,26796.0
150530,2009,58683.0
150540,2009,15841.0
150543,2009,21327.0
150548,2009,41953.0
150549,2009,7301.0
150550,2009,97350.0
150553,2009,152777.0
150555,2009,6522.0
150560,2009,7916.0
150563,2009,13140.0
150565,2009,19592.0
150570,2009,26445.0
150580,2009,48945.0
150590,2009,28091.0
150600,2009,26570.0
150610,2009,10993.0
150611,2009,13459.0
150613,2009,67064.0
150616,2009,17437.0
150618,2009,47772.0
150619,2009,36068.0
150620,2009,39184.0
150630,2009,18124.0
150635,2009,14740.0
150640,2009,6280.0
150650,2009,55570.0
150655,2009,18417.0
150658,2009,17778.0
150660,2009,23202.0
150670,2009,55033.0
150680,2009,276665.0
150690,2009,6347.0
150700,2009,26855.0
150710,2009,16862.0
150715,2009,22063.0
150720,2009,27923.0
150730,2009,67208.0
150740,2009,11743.0
150745,2009,25027.0
150746,2009,5038.0
150747,2009,19900.0
150750,2009,11923.0
150760,2009,44818.0
150770,2009,21874.0
150775,2009,5609.0
150780,2009,14434.0
150790,2009,22459.0
150795,2009,72720.0
150796,2009,10580.0
150797,2009,16004.0
150800,2009,48607.0
150803,2009,27825.0
150805,2009,17134.0
150808,2009,27691.0
150810,2009,96010.0
150812,2009,36020.0
150815,2009,59881.0
150820,2009,46205.0
150830,2009,55512.0
150835,2009,9664.0
150840,2009,40529.0
150010,2010,141054.0
150013,2010,6792.0
150020,2010,53605.0
150030,2010,35017.0
150034,2010,25061.0
150040,2010,52714.0
150050,2010,33665.0
