LAT,LONG
-11.9355403047646,-61.9998238962936
-9.9084628665672,-63.0332692780484
-13.4997634596963,-60.5443135812009
-11.4338650286852,-61.4429442118224
-13.1950330320399,-60.8184261646815
-13.1305638414553,-60.5550674630789
-12.9975202364834,-60.9487011706614
-12.4360138777142,-64.2316539391172
-11.5285546333473,-61.0201731132847
-10.7738837406705,-65.3239518196923
-10.4359487678844,-62.4762307081317
-10.882051318349,-61.9450945826841
-9.42556248,-61.9995925724466
-11.7213254138559,-62.308230163019
-10.7235739008135,-62.2610551904363
-11.67753699,-61.183665673642
-8.76889179,-63.8314456543611
-11.1732050162268,-61.9094386835298
-9.70553670973949,-62.9000103659589
-11.7222589133808,-61.7857809351854
-11.908423332469,-61.7733054630545
-12.7413734718029,-60.1385838660987
-11.699489743806,-62.7200634814364
-10.4117712947002,-65.3291490231467
-11.3441300234334,-62.2772748656972
-12.1317772245709,-61.853077168603
-9.71666673807728,-63.3176294334976
-10.2098054072356,-63.8296787917565
-11.7097429200152,-61.9943876627606
-10.3388728393928,-62.9031899345687
-10.5684164693485,-63.6249914265426
-8.78502070347748,-63.7000200718298
-11.4268422254625,-61.9491611964662
-12.5568407610938,-60.9018477499554
-9.37819339905712,-62.5871745319209
-10.6120717726075,-62.7404576394632
-9.19187167532785,-63.1823370165183
-11.1962379841591,-61.5189219301054
-11.045609289937,-62.6694270952566
-10.263097755883,-63.2955591672175
-10.9155320416628,-62.55508939888
-12.1798270507077,-61.5979979726776
-13.4765620024615,-61.0443790025384
-11.8257069542468,-61.3165462429165
-11.9143893546886,-61.5125081133327
-12.0637984122334,-63.5708647107649
-11.767116635607,-63.0387609977072
-10.9321692860399,-62.2559222539546
-10.2487305520261,-62.3451455299349
-11.1285452756794,-62.3706324537667
-9.85139270806179,-62.1768234421278
-10.4310526845565,-62.1343903568099
-10.0737938924635,-67.0523165800206
-10.9428656809172,-69.5634591746677
-11.0164110190858,-68.7479434259584
-9.82001962670938,-67.9518592792015
-10.5697677087928,-67.6735079719432
-7.63069000500981,-72.6725313174358
-11.0282398279564,-68.7448680666749
-8.16024753,-70.3539836082165
-9.19335785982848,-71.9508751248365
-7.59322259385836,-72.9165010261308
-8.83631773689166,-69.2599445775075
-8.95359112315366,-72.7902659086983
-10.3351332827427,-67.1882600861516
-8.26666636282753,-72.7423339648033
-9.97829875272498,-67.8105287004235
-7.73360203372322,-72.6478549141997
-9.44340653741185,-70.4864968937616
-10.1481735861989,-67.7431723600051
-9.065339505,-68.655684061692
-8.15566859176562,-70.7555010628937
-10.6520719403355,-68.5062948050463
-9.60085823118788,-67.5405900835194
-3.21658376906639,-64.8135346775686
-3.36680518750561,-68.2096146409404
-3.57637042689027,-61.4059034797501
-3.74538558611889,-61.6589553828779
-7.1978701516076,-59.8856661047188
-4.36615748971603,-70.1879892845226
-3.57866364177127,-59.1335670918168
-0.972801052532191,-62.9256696581026
-2.7981498369298,-57.0677504898938
-4.37498901860391,-70.0273484332765
-3.89451340981806,-61.3715708916659
